x,y
0.012523235706300609,0.27522968651057667
0.21626456925318915,0.9810087071532504
0.868869453198958,-0.42378188079037793
0.8036898779909443,0.4650927309393678
0.9387149528514758,0.3040218619174112
0.9226263821501834,0.4224422276066713
0.19227303271384158,-0.21765726753039538
0.24971282131449443,-0.15405908278863908
-0.6156641108819357,0.7745021679462452
-0.3575055034099944,-0.03360980259088695
-0.053848796412081054,1.0203478557213348
0.26912683352520356,-0.1879064373799033
-0.27918070847205306,-0.10517610019191699
0.2509788893964841,0.17395396073914515
-0.9288314229202662,0.3346984793919611
-0.1531087520323805,0.9854771644192966
0.17237604386431582,-0.23744915745111245
0.6502038883176867,0.7043469563145347
-0.8837657492429685,0.35516444484891596
0.24986955430942354,-0.05386805443274304
0.1032942010734454,-0.3471634959436531
0.013790339359975517,-0.23262157471687112
0.07263999247442435,0.3310100523714967
0.9764529934694938,0.2640351814520879
-0.5727023471370635,0.814048917001483
0.1337449007482528,0.9426728772704729
0.26443086756141376,0.17608455072000428
-0.9886208194208359,-0.06919513678581941
0.30739894502086657,-0.12831288906949143
-0.7030768283538338,0.7035916930842748
0.7178078359628892,-0.6911940064719447
-0.9210685627129906,0.4885440045552053
-0.9319730536911025,0.369207037974213
-0.9295451148946876,-0.4637905503673756
-0.3229592027901295,0.06497821110422895
0.35306290796808465,-0.9327045328905531
0.2620681851900989,-0.050978192132613294
1.0159595538244302,0.17535623851907964
-0.2617072433289988,0.09516063965346831
-0.21620517288900185,0.2535597532619772
-0.05872393908360182,-0.9720906322701794
0.6503018412269541,0.6908106396910143
0.279804133326298,0.07616224003448101
0.9391893838974763,0.39078785693750767
-0.9972175029104083,-0.1291416710197274
0.023074607319381345,-0.3204969427841079
-0.6044514463261377,-0.8162020051245744
0.33086631392986504,-0.04152651303202085
0.9943505927168311,-0.23925570489878234
0.26544907159601927,-0.025769972594983297
0.14755382254148042,-0.26465402946270383
-0.35071306380145195,0.9222388227318129
0.7982395533489582,0.6060117232833772
-0.3397203729885962,-0.006032360585527934
-0.2966843335851663,0.14417881608847366
-0.1483456010715658,0.23418030641056492
-0.963242622180422,-0.3504050779009326
0.3810530623459258,-0.9069104704806191
-0.31772394471270354,0.030540730832594645
0.16518971772170313,-0.27372262659430147
0.314848544968231,-0.9689847080135457
-0.054592630964315526,0.3123618565563299
-0.2271151560142727,-0.16558369746510979
-0.6218669187277582,-0.7351274415709893
0.3126978934783484,-0.9438393821935062
-0.13964256573744271,-0.23727451874201214
0.24889261124459006,-0.04434763496695476
0.6472493300626734,0.7454568167499944
-1.0112813269637428,-0.20452303486141685
0.2576998255403824,-0.15757774898204496
0.24813037254292067,-0.2776461928626624
0.19380775584873597,-0.2385177212959176
0.35315184595830945,-0.9528300104625609
-0.9729238954554917,-0.18533285769775878
-0.2550365705058125,0.2250116605706601
0.9504384470991487,-0.3437966110387592
0.9922622733049676,0.049417732294156816
-0.06886026439577644,-1.0358893843361356
-0.07834628217030713,0.248901339485287
0.25175506193055003,0.02330074219347001
-0.9657407273868756,0.16688119687563804
0.05860524079531118,-0.27630806420434667
0.21395298060279497,0.17797360889404928
-0.9051099717119637,0.472530605883401
0.0781977914794929,0.26669256616408216
0.31711096436396957,0.002255565279478025
-0.8224378801971073,0.5854986485961997
0.19740472306821183,-0.234220652336626
0.2533704905774038,0.14962462240342345
-0.23569393803600033,-0.9419506296027683
-0.7903192365920633,0.6231325677746957
-0.258541784703543,-0.1529125155355987
-0.9631133212376781,0.2752113227385086
0.5555333793603205,0.8657846515376668
-0.5116500040773169,-0.835989913761551
-0.6663043620840106,-0.7600144272271406
-1.0117318282334429,0.07471260027617249
0.486433763277857,-0.9095511591897788
-0.8946768394681032,-0.3445373683719837
0.23696465125424532,-0.2102634065048842
0.09973884438028668,0.3296076253961087
-0.08143787122072926,0.25791751476880914
-0.25479263431272076,-0.10046189045252243
0.2228465512694769,-0.22674097485420272
0.4867953381700641,-0.8736395477283969
0.2928087037376782,0.15699003395239688
-0.1564742847717351,-0.25760256139249377
0.9769108296430816,0.0929573593713434
0.21294200293102344,-0.19806656468800024
-0.2556051691682754,0.09600133420279752
0.6166437550406829,-0.8415328975979893
-0.18437702442813345,0.2257964693053966
0.24995129297751362,-0.2088868667359714
-0.03509084544556443,0.31715866617389643
-0.1505207321799896,-0.28130843639145275
0.22328017161424674,0.2704790337178313
0.8651096682675685,0.498444477738074
0.25547074508216944,0.12993123813574953
0.9135712869733427,-0.4019403952210981
0.9846527320263793,0.02567390474456574
0.396121135812441,-0.9113581863552174
-0.9361328535411738,0.28986593793437965
-0.9222629682308249,0.44102554784249864
0.19262909879450818,-0.28076352770460095
-0.32858643665491977,0.9432902141009746
-0.6589592318160008,0.7011289927818436
0.39280632000124466,0.8961656781504181
-0.6951773164822047,0.7565137359103217
1.0008403756975746,-0.011500192804861514
-0.43586054249961614,0.8685346804598516
0.12268238121556155,0.9849429359438381
-0.5775850636966685,-0.8562136550392295
-0.7615249710572484,-0.5613018826727014
0.5770503951689296,-0.7966091269485271
-0.11405825260755187,-0.25790041758490023
0.597944900989967,-0.7699394370364451
-0.8812256030898712,-0.5286395384986502
0.24352457813017236,0.24567244429210022
0.32704296112100684,0.04496169870391305
-0.4999228137435873,-0.8402822191987404
0.04653622108021668,-0.2927250029849601
0.29191836261419146,0.018572579471350256
0.12501291085122201,-0.27953726522013006
-0.2977752657170274,0.917339508632952
0.8358687216739963,-0.5429434031941764
0.11711599161033977,-0.9424142195696084
-0.23085388055321313,-0.14710435874195518
0.1524689922664258,-0.2741119685718567
-0.21979831307733258,-1.0147680779480501
-0.9269686976678402,0.34731262844546235
